Users,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
1072,28,Male,59.3,1.79,189,128,69,0.91,877,Strength,24.8,2.1,4,Beginner,28.16
1073,30,Male,40,1.63,192,157,64,1.31,1078,HIIT,10,2.8,3,Beginner,14.92
1074,25,Female,61.4,1.7,172,166,72,1.28,1064,Yoga,32.5,3,3,Intermediate  ,19.45
1075,46,Female,80.2,1.98,172,155,73,1.29,1355,Yoga,26.8,3.3,4,Expert   ,15.63
1076,28,Male,58,1.77,179,157,74,1.59,1145,Yoga,21.3,1.5,2,Expert   ,14.72
1077,27,Male,53,1.91,172,123,54,1.09,655,Strength,34.4,3.1,3,Intermediate  ,21.18
1078,23,Female,51.2,1.92,187,169,55,1.1,969,Yoga,25.3,2.7,2,Beginner,16.98
1079,26,Female,51.9,1.9,182,129,55,2,1418,Cardio,32.2,2.4,2,Beginner,20.41
1080,27,Female,56.3,1.7,191,134,72,1.61,1631,Yoga,23.4,3.3,3,Beginner,30.84
1081,59,Male,108.3,1.53,183,122,50,0.86,1071,HIIT,21.9,3.3,3,Beginner,17.75
1082,22,Female,71.5,1.81,195,164,51,1.52,935,Yoga,22,2.6,3,Intermediate  ,14.55
1083,18,Male,89.4,1.84,168,168,69,2,968,Strength,17.3,2.6,5,Intermediate  ,14.77
1084,32,Male,82.3,1.55,172,128,74,1.52,990,HIIT,26.7,2,3,Beginner,20.15
1085,35,Male,96.5,1.54,168,160,70,1.43,1573,Yoga,35,3.4,4,Beginner,20.43
1086,44,Male,40,1.91,181,124,71,1.55,1545,Cardio,26.5,3.4,3,Beginner,35.01
1087,43,Male,65.2,1.5,182,157,68,2,1417,Yoga,26.7,3.1,4,Intermediate  ,14.95
1088,18,Male,53.9,1.62,170,169,72,1.38,810,Cardio,24.7,3.4,3,Beginner,29.34
1089,37,Female,61.3,1.96,193,169,65,2,947,Yoga,31.1,3.5,5,Beginner,24.18
1090,37,Female,78.5,1.5,189,169,60,1.67,954,HIIT,17.9,2.4,3,Expert   ,21.98
1091,41,Female,40,1.78,182,155,68,1.51,1376,HIIT,29.8,2.1,2,Expert   ,12.32
1092,18,Male,49.9,1.75,182,158,74,2,1032,Strength,23.1,3.1,5,Beginner,17.64
1093,46,Female,69.9,1.68,173,168,64,1.43,911,Strength,35,3.4,3,Intermediate  ,18.95
1094,24,Male,62.5,1.58,175,137,51,2,1231,Strength,32.2,3.6,4,Beginner,36.26
1095,22,Male,40,1.67,162,146,59,1.04,807,Strength,24.1,1.5,3,Beginner,13.05
1096,53,Female,46.8,1.69,163,169,56,1.32,1017,HIIT,27.6,2.4,4,Intermediate  ,29.04
1097,43,Male,70.1,1.72,187,129,54,1.43,984,HIIT,25,1.6,3,Beginner,25.52
1098,18,Male,40,1.7,190,120,64,1.33,1589,Yoga,26.8,3.1,2,Beginner,18.76
1099,59,Female,73.6,1.6,164,158,58,1.35,1216,Strength,30,2.3,5,Intermediate  ,15.78
1100,18,Male,40,1.65,160,144,73,2,1078,Yoga,17.4,3.5,2,Beginner,21.36
1101,43,Male,72.6,1.64,166,152,54,1.22,1188,Cardio,21.3,2.5,2,Intermediate  ,12.97
1102,36,Male,87.6,1.81,179,140,56,0.9,645,HIIT,22.1,3.6,2,Beginner,18.22
1103,40,Male,40,1.73,194,149,72,1.06,811,HIIT,19.4,2.7,2,Expert   ,36.56
1104,18,Male,123.8,1.62,164,167,59,1.43,303,Strength,22.3,3.6,2,Expert   ,24.63
1105,59,Female,40,1.84,167,137,53,1.87,681,Yoga,23.7,2.2,2,Intermediate  ,14.55
1106,38,Male,41.4,1.71,183,168,73,0.94,1253,Yoga,30.8,3.2,3,Beginner,14.6
1107,45,Female,40,1.69,162,147,68,1.19,979,HIIT,25.2,2.4,4,Intermediate  ,12.75
1108,44,Female,52.8,1.71,198,132,63,2,1783,HIIT,21.7,3.4,4,Intermediate  ,12.32
1109,39,Female,69.9,1.85,164,147,50,1.3,1562,Yoga,27.7,3.7,3,Expert   ,12.87
1110,50,Female,92.6,1.91,171,137,54,1.6,303,Strength,25.2,2.3,3,Beginner,21.42
1111,21,Female,52.7,1.53,182,134,50,1.19,1090,Strength,31.5,3.4,3,Expert   ,25.06
1112,20,Male,40,1.78,192,149,57,0.93,1075,Strength,25.5,1.9,4,Beginner,22.57
1113,50,Male,40,1.92,168,144,55,1.48,692,Cardio,16,2.5,5,Beginner,18.29
1114,52,Female,81.7,1.59,164,136,67,1.91,1025,HIIT,28.2,3.4,2,Intermediate  ,19.89
1115,41,Male,65.9,1.93,188,124,74,1.36,1419,Yoga,22.6,1.5,2,Intermediate  ,17.6
1116,31,Female,67.9,1.7,163,124,68,1.43,1338,Cardio,13,3.1,5,Beginner,13.87
1117,32,Female,86,1.6,164,144,65,1.09,1196,HIIT,17.4,1.5,2,Beginner,20.18
1118,29,Female,60.6,1.83,172,161,60,1.32,760,Strength,25,3.3,5,Intermediate  ,18.03
1119,34,Male,47.8,1.69,182,153,68,1.63,1249,Yoga,20.2,1.5,4,Expert   ,12.32
1120,19,Male,79.4,1.77,165,150,73,1.23,1148,Cardio,24.1,3.3,3,Intermediate  ,22.64
1121,33,Female,62.4,1.72,168,164,74,0.91,1042,Yoga,27.1,3.4,5,Intermediate  ,29.29
1122,47,Male,71.3,1.83,186,163,68,0.95,837,Strength,22.6,1.5,5,Intermediate  ,18.61
1123,37,Male,116.2,1.65,194,160,74,1.98,1036,Yoga,22.1,2.4,4,Beginner,23.58
1124,50,Male,55.8,1.81,161,126,55,1.32,909,Yoga,23.6,2.9,4,Intermediate  ,12.32
1125,53,Female,55.9,1.78,182,125,58,1.45,1308,Yoga,21.1,1.5,3,Intermediate  ,12.32
1126,29,Female,80.7,1.74,192,121,72,1.43,839,Strength,26.5,1.5,4,Beginner,12.32
1127,46,Male,69,1.88,177,120,74,1.63,1183,Strength,23.4,3.6,4,Intermediate  ,14.54
1128,34,Male,60.5,1.8,171,120,68,1.57,1452,Cardio,27.1,3.2,3,Beginner,12.32
1129,51,Female,96.3,1.88,166,127,59,1.32,1362,Strength,28.1,1.9,2,Intermediate  ,16.31
1130,47,Male,48.4,1.65,196,148,60,1.29,1357,Cardio,11.3,1.5,3,Intermediate  ,12.51
1131,52,Male,77.8,1.59,183,135,50,1.37,949,Cardio,27.3,2.9,4,Intermediate  ,23.73
1132,25,Male,85.5,1.8,168,156,69,1.39,644,Strength,15.7,3.3,2,Beginner,12.32
1133,30,Male,67.4,1.79,185,169,59,1.27,1398,Cardio,18.9,3.4,5,Expert   ,25.14
1134,36,Male,71,1.66,168,131,74,1.1,567,HIIT,20.3,3.7,4,Beginner,28.31
1135,21,Male,47.8,1.62,173,129,74,1.59,1638,HIIT,25.8,2.4,3,Intermediate  ,12.32
1136,41,Male,40,1.74,166,154,71,1.13,1356,HIIT,20.1,2.8,3,Expert   ,15.67
1137,51,Male,43.9,1.78,194,136,51,0.98,1293,Strength,27,1.5,2,Beginner,15.75
1138,47,Male,59.6,1.88,192,125,50,1.32,1108,Yoga,30.6,2.3,3,Intermediate  ,12.32
1139,22,Female,56.1,1.91,167,122,70,1.4,1183,Cardio,24.9,2.7,2,Beginner,12.32
1140,18,Male,56.5,1.93,177,156,52,1.53,1419,Strength,22.3,3.5,4,Intermediate  ,16.43
1141,46,Female,56.7,1.97,199,160,56,1.3,1215,HIIT,26.4,2.4,3,Beginner,16.02
1142,43,Female,47.1,1.81,166,149,69,0.76,998,HIIT,22.2,3,4,Beginner,29.69
1143,51,Male,65.1,1.85,185,130,60,2,717,Cardio,22.2,1.9,2,Intermediate  ,15.62
1144,55,Female,60.6,1.68,185,124,70,1.35,1447,HIIT,24,2,4,Beginner,18.66
1145,42,Female,101,1.56,186,168,56,1.19,650,HIIT,27.6,3.6,4,Beginner,24.46
1146,31,Female,66.4,1.76,175,140,69,1.55,640,Strength,24.7,3.5,4,Intermediate  ,29.07
1147,49,Male,97.1,2,174,153,74,1.26,763,Strength,10,2.6,2,Intermediate  ,23.64
1148,44,Male,86.1,1.73,178,140,51,1.12,1244,Strength,22.7,3.4,3,Expert   ,19.23
1149,37,Female,58.7,1.78,195,154,59,1.34,1015,Cardio,29.5,2.8,2,Expert   ,18.67
1150,37,Female,69.1,1.74,175,127,53,1.61,1411,Strength,31.9,3.6,2,Intermediate  ,18.07
1151,53,Male,67.3,1.5,199,151,60,1.04,593,HIIT,15.8,3.4,4,Intermediate  ,12.32
1152,47,Female,59.2,1.67,182,169,57,1.06,1252,HIIT,31.5,2.2,3,Intermediate  ,23.65
1153,46,Female,119.6,1.71,176,129,53,1.26,1144,HIIT,23.9,1.7,4,Intermediate  ,12.32
1154,53,Male,80.1,1.69,188,167,74,2,1196,Strength,13,2.3,3,Beginner,14.85
1155,42,Male,59.1,1.65,183,138,71,2,957,Strength,21.2,2,2,Intermediate  ,35.06
1156,36,Male,53.4,1.75,177,120,70,0.68,1257,Yoga,26.7,2.7,5,Intermediate  ,35.28
1157,18,Male,98.9,1.58,181,126,68,1.48,1330,Cardio,27.5,3.1,3,Intermediate  ,12.32
1158,41,Female,112.2,1.81,188,159,53,1.16,995,Yoga,30.3,3.3,3,Intermediate  ,18.28
1159,30,Male,101.6,1.73,190,133,56,1.38,1047,Cardio,22.1,3.2,3,Expert   ,40.75
1160,19,Female,74.7,1.85,194,127,74,0.65,1105,Cardio,19.4,3.6,2,Intermediate  ,16.46
1161,22,Male,68.4,1.86,175,129,66,1.99,895,Cardio,20,3.6,5,Beginner,16.16
1162,22,Female,86.2,1.93,167,145,62,1.74,640,Strength,18.6,3.3,3,Beginner,29.48
1163,51,Male,98.9,1.85,181,138,70,1.49,859,Cardio,25,1.5,2,Intermediate  ,25.3
1164,27,Female,50.6,2,174,129,68,1.34,1179,HIIT,31,2,5,Intermediate  ,24.12
1165,56,Female,68.1,2,168,160,74,1.39,1350,Yoga,23.8,3.3,5,Intermediate  ,17.05
1166,22,Female,53,1.83,199,129,74,0.88,540,Strength,11.9,3.1,4,Intermediate  ,15.29
1167,28,Male,59.2,1.68,187,127,54,1.53,466,Strength,27.3,2.9,2,Expert   ,12.32
1168,35,Male,40,2,169,138,72,1.08,576,Strength,31.2,2.9,2,Expert   ,20.21
1169,48,Male,90.4,2,193,156,59,1.78,1246,Cardio,24.4,2.3,3,Intermediate  ,13.35
1170,25,Female,74.6,1.63,182,160,60,0.93,1028,HIIT,14.8,3.5,3,Intermediate  ,18.08
1171,35,Female,56.2,1.74,170,151,66,0.99,1215,Strength,26.9,2.9,4,Intermediate  ,20.61
1172,18,Male,63,1.66,191,168,74,0.89,456,Strength,24.5,2.7,3,Intermediate  ,14.75
1173,50,Female,76.1,1.82,191,146,54,1.12,817,Cardio,25,3.2,2,Beginner,14.5
1174,52,Male,66.6,1.56,175,152,60,1.04,1783,Yoga,15.4,2.7,4,Intermediate  ,40
1175,32,Female,45.9,1.83,192,120,55,1.49,808,Yoga,22.4,1.5,3,Beginner,17.82
1176,31,Female,86.4,1.59,187,169,50,2,1336,Yoga,27.6,1.6,4,Beginner,14.57
1177,30,Female,54.9,1.93,187,165,70,0.94,836,Cardio,26.7,3.7,4,Intermediate  ,13.37
1178,21,Male,91.2,1.7,194,142,62,0.91,1090,Strength,33.3,3.7,3,Intermediate  ,17.63
1179,46,Male,54.2,1.91,171,169,67,0.9,771,HIIT,14,2.6,3,Expert   ,26.79
1180,22,Female,60.8,1.77,169,130,74,1.1,1298,Cardio,25.4,3.3,2,Expert   ,13.58
1181,30,Male,46.8,1.67,164,153,74,1.53,684,Cardio,15.2,2.3,4,Intermediate  ,12.32
1182,31,Female,48.1,1.58,181,125,70,1.88,695,HIIT,23.1,3.3,3,Intermediate  ,26.69
1183,36,Male,56.5,1.61,189,123,58,2,1093,Yoga,32.6,3.5,3,Expert   ,25.74
1184,55,Female,78.4,1.59,171,132,74,2,1182,HIIT,13.6,3.7,3,Beginner,12.32
1185,44,Male,78.2,1.8,171,169,59,1.79,1730,HIIT,17,3.5,5,Beginner,18.17
1186,34,Female,74.2,1.83,194,153,60,1.24,1632,Strength,27.3,3,4,Intermediate  ,20.18
1187,57,Female,84,1.95,199,142,51,1.66,872,Strength,17.5,3.4,4,Beginner,21.88
1188,47,Female,79.2,1.81,160,169,74,1.28,595,Yoga,19,3.3,2,Intermediate  ,20.55
1189,20,Female,102.9,1.61,172,146,70,1.57,1113,Yoga,23.5,3.2,3,Expert   ,21.82
1190,37,Female,94.5,1.73,198,135,74,1.16,717,Strength,23.8,1.6,4,Expert   ,17.52
1191,54,Male,70.9,1.7,\n175,131,74,1.5,750,HIIT,29.4,3.7,4,Intermediate  ,13.4
1192,54,Female,52.6,1.81,167,167,53,1.46,988,Yoga,26.7,2.4,2,Beginner,27.97
1193,25,Male,40,1.56,195,132,57,0.65,499,Yoga,16.7,3.4,3,Intermediate  ,12.32
1194,45,Male,76.6,1.77,181,122,64,1.82,1186,Cardio,19.1,3.5,2,Beginner,20.79
1195,25,Female,61.1,1.72,176,162,53,0.92,1378,Strength,15,3.4,4,Beginner,12.62
1196,31,Female,48.4,1.81,178,120,71,1.45,1004,Strength,23.1,1.5,3,Beginner,31.33
1197,28,Female,77.8,1.62,164,161,70,1.52,1095,Strength,23.1,3.5,5,Intermediate  ,21.22
1198,48,Male,119.9,1.73,165,156,66,0.99,781,Cardio,18.5,3.6,3,Beginner,18.18
1199,39,Female,84,1.79,176,126,72,1.5,1057,HIIT,28,3.3,3,Beginner,30.44
1200,34,Male,80.7,1.8,193,153,57,1.18,930,Yoga,27.2,2.3,3,Beginner,13.63
1201,24,Female,102.6,1.67,190,132,73,1.41,800,Yoga,28.3,1.5,3,Intermediate  ,18.79
1202,42,Female,57.1,1.84,199,163,74,1.2,303,Strength,21.3,2.7,3,Beginner,14.84
1203,18,Female,98.5,1.99,187,153,57,1.95,859,Yoga,22.7,1.9,3,Intermediate  ,15.7
1204,23,Female,68,1.74,175,120,68,1.01,694,HIIT,24.5,3.5,5,Intermediate  ,17.47
1205,18,Male,40,1.82,177,127,74,0.73,352,Yoga,26,3.4,3,Intermediate  ,28.42
1206,50,Male,41.9,2,199,161,74,1.24,953,Cardio,24.6,3.2,3,Intermediate  ,16.02
1207,18,Male,60.5,1.57,177,131,59,1.3,1286,HIIT,28.1,2.6,3,Intermediate  ,19.42
1208,46,Male,40.7,1.66,190,169,58,0.92,760,HIIT,27.2,3.5,5,Intermediate  ,18.76
1209,18,Female,53.8,1.7,197,120,69,1.01,1274,Strength,31.4,2.4,3,Expert   ,15.72
1210,46,Male,54,1.82,177,163,63,1.4,979,Yoga,33.7,3.7,2,Intermediate  ,14.05
1211,24,Male,105.7,2,187,145,58,1.48,1002,Strength,25.9,2.5,3,Beginner,43.01
1212,30,Female,57.7,1.76,160,152,59,1.82,314,Cardio,23.2,1.8,4,Expert   ,12.32
1213,24,Male,72.7,2,190,131,56,1.33,1126,Cardio,12.6,3.6,2,Intermediate  ,23.15
1214,39,Male,81.9,1.72,187,156,53,1.19,1329,Yoga,24.2,3.4,4,Intermediate  ,12.91
1215,48,Female,65.1,1.79,189,120,74,1.26,325,Strength,23.5,2.1,5,Expert   ,28.56
1216,28,Female,67.8,1.57,198,135,67,2,1062,Strength,30.5,1.5,3,Beginner,14.86
1217,53,Female,55,1.6,181,133,74,1.25,645,Strength,28.2,2.4,4,Beginner,21.6
1218,50,Female,61.5,1.57,199,139,71,0.95,798,Cardio,22.5,3.5,4,Intermediate  ,17.3
1219,27,Male,64.2,1.89,188,143,51,2,1662,Strength,23,3.1,4,Intermediate  ,17.41
1220,38,Male,76.7,1.99,192,131,74,1.14,1263,Strength,28.3,1.6,5,Beginner,14.98
1221,54,Female,58.1,1.57,182,169,74,1.59,649,Cardio,19.7,3.4,3,Intermediate  ,23.19
1222,33,Female,58.2,1.62,170,163,60,1.21,1524,Cardio,26.5,2.8,3,Intermediate  ,12.32
1223,46,Male,55.1,1.62,170,166,52,1.03,1370,Cardio,34.4,1.8,2,Beginner,26.04
1224,32,Female,51.2,1.9,162,160,60,1.25,988,Cardio,21.6,2.5,3,Intermediate  ,22.51
1225,43,Male,40,1.95,162,138,58,2,918,Yoga,26.4,1.8,4,Intermediate  ,18.66
1226,22,Female,54.1,1.76,178,127,65,1.42,501,Strength,29.2,3.7,4,Beginner,22.15
1227,24,Male,58.8,1.89,163,150,73,1.28,800,Strength,27.1,2.5,2,Intermediate  ,15.86
1228,27,Female,40,1.8,162,140,74,1.42,901,HIIT,22.2,2.5,5,Beginner,29.73
1229,41,Male,53,1.62,161,142,61,1.42,761,Strength,21,3.3,3,Beginner,20.51
1230,18,Female,83.5,1.67,162,169,70,1.54,1389,Cardio,12.1,1.7,2,Beginner,33.8
1231,51,Female,58.6,2,162,150,55,1.28,1030,Strength,16.7,3.4,3,Intermediate  ,37.28
1232,18,Female,40,1.9,166,169,57,1.28,1556,Strength,17.4,2.1,2,Expert   ,19.51
1233,44,Female,91.2,1.87,194,141,66,1.66,1345,Yoga,22.7,2.5,2,Beginner,15.5
1234,31,Male,60.7,1.62,198,120,71,1.35,967,Yoga,31.2,3.2,4,Intermediate  ,23.83
1235,36,Male,62.2,1.5,192,132,61,2,913,HIIT,11.4,1.5,3,Intermediate  ,22.96
1236,23,Female,62.1,1.83,168,149,51,1.39,1135,Yoga,26.1,2,3,Intermediate  ,21.35
1237,24,Male,79,1.62,177,169,73,1,887,Yoga,25,3.5,2,Expert   ,12.32
1238,38,Male,58.4,1.65,169,141,53,2,1109,Yoga,24,2.3,2,Beginner,35.49
1239,31,Female,75.8,1.7,199,129,60,0.87,922,HIIT,24.2,1.9,2,Beginner,15.58
1240,55,Female,65.5,1.94,170,123,74,1.37,787,HIIT,28.7,3.1,3,Beginner,17
1241,52,Female,81,1.62,178,146,53,1.44,1628,Strength,25.4,2.5,4,Beginner,17.41
1242,18,Male,48.7,1.75,187,141,70,2,1266,Cardio,34.4,2.6,3,Beginner,38.48
1243,56,Female,85.2,1.6,163,151,51,1.25,672,Yoga,26.5,1.7,3,Beginner,21.05
1244,33,Male,73.3,1.86,187,123,60,1.22,1254,Cardio,35,1.9,4,Beginner,15.26
1245,33,Female,44.9,1.73,176,158,74,2,905,Strength,27,2.1,3,Intermediate  ,23.8
1246,39,Male,59.9,1.71,174,131,50,1.41,733,Yoga,24.7,2.9,2,Intermediate  ,19.74
1247,40,Male,43.9,1.92,186,143,74,0.83,1018,Yoga,12,3.1,3,Beginner,29.23
1248,20,Male,40,1.52,164,144,65,1.53,629,Strength,22.6,3.1,4,Beginner,22.23
1249,26,Male,65.9,1.99,166,127,71,1.08,1218,Cardio,22,2.6,4,Intermediate  ,13.91
1250,21,Female,59.8,1.65,162,169,74,1.5,1130,Cardio,30.4,3.2,5,Expert   ,12.32
1251,36,Female,77.7,1.66,193,120,72,1.21,1115,Strength,11.3,2.2,2,Expert   ,22.23
1252,30,Male,61.6,1.77,170,130,74,2,1068,Yoga,24.3,1.5,5,Intermediate  ,24.78
1253,18,Female,44.2,1.64,171,164,66,1.14,1083,Yoga,16.1,2.2,5,Intermediate  ,18.36
1254,22,Male,63.7,1.85,192,122,53,1.06,1032,Yoga,24.4,2.5,3,Expert   ,13.95
1255,45,Male,54.4,1.55,182,139,74,2,1179,HIIT,24.3,3.1,5,Expert   ,12.32
1256,18,Female,77.7,1.55,178,131,67,1.4,1259,Strength,14.8,2.4,3,Intermediate  ,12.32
1257,18,Male,57.6,1.74,172,120,74,1.46,635,Strength,15,3.2,2,Expert   ,12.8
1258,20,Male,75.6,1.74,192,128,72,1.86,906,Cardio,21.4,3.3,4,Intermediate  ,34.73
1259,47,Male,85.5,1.84,172,152,68,0.98,773,Cardio,24.1,2.6,2,Intermediate  ,19.61
1260,31,Female,53.5,1.68,180,155,57,0.86,875,Strength,22.6,3.3,2,Beginner,20.61
1261,47,Male,78.8,1.82,167,144,66,1.66,1163,Cardio,31.7,2.8,4,Intermediate  ,15.78
1262,20,Male,40,1.97,173,133,74,2,916,Cardio,18.8,2.3,2,Beginner,13.57
1263,56,Male,51.5,1.66,198,167,70,2,843,Strength,24.2,2.4,3,Expert   ,25.65
1264,24,Male,80.9,1.74,181,128,61,1.19,1705,HIIT,10,2.7,4,Beginner,12.32
1265,29,Female,85.3,1.68,161,133,74,1.45,1269,Cardio,26.1,2.5,4,Expert   ,15.99
1266,18,Female,47.8,1.73,162,136,56,1.42,562,Cardio,23.9,3.4,3,Beginner,14.48
1267,36,Female,87.9,1.54,177,129,58,1.93,1010,Cardio,21.1,3.3,3,Beginner,29.54
1268,49,Female,43.6,1.68,170,124,73,0.94,739,Yoga,27.6,3.5,4,Intermediate  ,30.46
1269,40,Female,55.7,1.6,184,133,72,1.4,749,Yoga,23.7,2.6,4,Intermediate  ,24.88
1270,31,Female,52.7,1.65,199,138,74,1.92,1102,HIIT,24,3.3,2,Expert   ,18.38
1271,47,Female,87.1,1.7,174,160,63,1.4,562,HIIT,26,3.7,5,Beginner,26.61
1272,44,Male,94.4,1.82,182,140,57,1.38,1369,HIIT,20.7,3.2,3,Beginner,22.79
1273,46,Male,44.9,1.93,177,154,58,2,1434,HIIT,31.4,3.5,4,Intermediate  ,12.32
1274,55,Male,61.9,1.74,163,140,73,0.97,598,Strength,23.6,3.1,2,Beginner,27.13
1275,24,Male,83.4,1.7,162,169,51,1.87,879,Yoga,26.4,3.3,4,Beginner,21.68
1276,18,Female,83.6,1.84,186,137,73,1.33,1338,Strength,35,2.6,2,Intermediate  ,30.41
1277,18,Male,87.3,1.71,199,145,65,1.16,1783,Cardio,30,3.3,3,Expert   ,12.32
1278,18,Female,80.7,2,184,142,74,0.72,1221,Yoga,25.6,1.9,2,Intermediate  ,18.28
1279,33,Female,62.6,1.71,192,158,57,1.99,1081,Yoga,31.3,3.5,2,Intermediate  ,31.79
1280,19,Male,41.9,1.69,176,138,74,1.89,1010,Yoga,27.9,2.6,2,Intermediate  ,17.97
1281,58,Male,47.6,1.84,182,155,66,1.59,635,Yoga,11.2,2.6,4,Expert   ,13.65
1282,18,Female,129.9,1.76,168,135,50,1.3,1208,HIIT,25.1,2,3,Intermediate  ,13.89
1283,58,Female,73.3,1.69,180,156,72,1.6,1350,Yoga,25.4,3,4,Beginner,38.45
1284,47,Male,45.4,1.81,189,128,55,1.01,662,Strength,28.6,3.6,4,Beginner,29.15
1285,47,Male,50.6,1.65,192,169,63,1.36,594,Strength,25.5,2.2,5,Intermediate  ,28.24
1286,56,Male,54,1.92,190,129,73,0.61,985,HIIT,21.6,2.5,3,Intermediate  ,12.32
1287,34,Female,73.1,1.73,166,161,69,1.64,765,Yoga,27,3.3,4,Intermediate  ,21.47
1288,29,Female,66.1,1.63,181,169,71,1.48,666,HIIT,30.6,1.6,5,Beginner,17.15
1289,18,Male,59,1.78,173,169,51,1.07,904,Strength,18.9,3.2,2,Expert   ,12.32
1290,33,Female,94.2,1.86,172,148,61,1.34,685,Cardio,28.9,1.8,3,Beginner,22.89
1291,38,Male,40,1.86,187,126,71,1.6,1059,Cardio,14.7,3,2,Intermediate  ,12.32
1292,18,Female,73.6,1.53,186,128,50,1.46,1222,Cardio,25.2,2.3,3,Beginner,14.92
1293,31,Female,60.2,1.75,166,155,57,0.92,819,Cardio,10,3.2,5,Beginner,12.32
1294,18,Male,72.8,1.84,174,152,62,1.32,730,Cardio,23.5,2.1,2,Expert   ,12.32
1295,33,Female,40,1.63,165,159,74,2,935,Yoga,28.2,1.6,2,Expert   ,12.98
1296,33,Female,99.6,1.72,164,169,70,1.41,962,HIIT,23.6,3.7,5,Intermediate  ,28.7
1297,55,Male,64.4,1.76,163,144,74,1.48,717,Cardio,26.7,1.7,2,Expert   ,21.26
1298,50,Female,56.4,1.67,193,128,59,1.9,1190,HIIT,17.5,3.7,2,Intermediate  ,12.32
1299,21,Male,45.2,1.73,198,156,59,1.07,1562,Cardio,24.2,2.8,4,Intermediate  ,22.25
1300,33,Female,60.7,2,188,169,74,1.42,705,Cardio,23.3,3.2,4,Intermediate  ,21.91
1301,42,Male,53.6,1.86,199,167,62,2,1096,Strength,21.9,3.4,3,Beginner,20.71
1302,35,Female,64.3,1.79,188,148,62,1.63,1192,HIIT,16.3,2.2,5,Intermediate  ,13.91
1303,18,Male,78,1.51,182,169,64,1.06,990,Strength,31.4,3.1,3,Intermediate  ,12.32
1304,46,Male,50.2,1.8,193,132,74,1.21,893,HIIT,28.4,3.4,3,Expert   ,15.85
1305,29,Female,57,1.62,188,126,70,2,998,Yoga,17.9,3.4,4,Beginner,13.32
1306,28,Female,43.3,1.78,193,128,72,1.27,1479,HIIT,26.3,3.4,3,Beginner,31.04
1307,18,Male,65.9,1.78,170,135,69,2,1734,Yoga,23.9,3.1,3,Beginner,24.81
1308,18,Female,61,1.51,173,146,58,2,1403,Cardio,21.7,2.1,2,Intermediate  ,12.32
1309,22,Male,71,1.72,192,128,59,1.44,1436,Cardio,28.5,3.2,3,Intermediate  ,17.82
1310,42,Female,57.3,1.76,174,131,74,1.13,841,Yoga,22.1,1.9,4,Expert   ,12.46
1311,26,Male,95.2,1.68,163,142,68,0.71,1196,Strength,24.2,3.7,4,Intermediate  ,19.46
1312,49,Female,68.8,1.66,190,137,63,2,1023,Yoga,26.2,2.6,2,Beginner,15.5
1313,43,Female,69.7,1.75,193,162,53,0.52,1262,Cardio,26.1,1.5,3,Intermediate  ,22.68
1314,34,Female,102.9,1.64,188,124,74,1.24,700,Strength,24.2,3.3,4,Beginner,14.76
1315,23,Female,90.5,1.5,182,148,67,1.16,1204,Strength,23.3,2.8,2,Intermediate  ,15.69
1316,29,Female,40,1.72,194,127,68,1.51,1005,HIIT,27.1,2.1,2,Beginner,21.98
1317,31,Male,81.9,1.63,168,126,56,1.17,760,Cardio,23.1,2.1,4,Intermediate  ,12.32
1318,38,Male,99.6,1.6,173,132,56,1.01,1128,Strength,30.6,3.4,2,Intermediate  ,16.92
1319,18,Female,65.7,1.72,180,169,56,2,1005,HIIT,27,3,3,Intermediate  ,21.61
1320,41,Female,85.7,1.66,170,134,74,1.69,475,Yoga,11.1,1.5,4,Beginner,17.33
1321,45,Male,70.9,2,198,128,73,1.19,1064,HIIT,27.8,1.5,3,Beginner,27.46
1322,49,Female,59.2,1.55,185,169,63,1.32,1169,Yoga,25.1,1.7,4,Beginner,27.18
1323,55,Female,53.8,1.52,191,136,55,1.17,1102,HIIT,20.4,3.6,3,Intermediate  ,23.84
1324,18,Female,68.1,1.66,160,120,65,1.43,1343,Cardio,27.2,3.3,4,Beginner,25.77
1325,41,Female,105.1,1.67,194,127,68,1.3,1068,Strength,30.6,3.5,3,Expert   ,17.65
1326,51,Male,58.8,1.63,188,155,59,1.1,897,Cardio,24.7,3.3,2,Beginner,21.73
1327,20,Male,52.9,1.8,163,159,57,1.45,1117,Strength,27.1,3.3,3,Beginner,27.72
1328,23,Male,68.6,1.8,196,138,65,1.08,578,Strength,16.8,2.6,2,Beginner,21.41
1329,39,Male,76.2,1.77,164,169,74,2,1196,HIIT,28.7,3.3,2,Beginner,17.38
1330,47,Male,68.2,1.58,164,140,72,1,1316,HIIT,28.1,2.6,2,Expert   ,16.35
1331,18,Male,40,1.64,160,152,56,1.2,1317,Cardio,19.2,1.8,3,Beginner,28.02
1332,29,Male,46.8,1.7,195,153,59,1.33,1178,Cardio,24.7,3.4,3,Intermediate  ,26.27
1333,33,Male,58.1,1.65,168,130,60,1.18,850,Strength,22.4,3.1,3,Intermediate  ,12.32
1334,45,Female,55.2,1.9,175,156,67,1.39,854,Strength,24.5,2.5,5,Beginner,12.32
